knowledge_profile_id,raw_disease,disease,raw_hindi_name,hindi_name,raw_marathi_name,marathi_name,raw_symptoms,symptoms,raw_diagnosis_and_tests,diagnosis_and_tests,raw_symptom_severity,symptom_severity,raw_duration_of_treatment,duration_of_treatment,raw_medical_history,medical_history,raw_current_medications,current_medications,raw_risk_factors,risk_factors,raw_environmental_factors,environmental_factors,raw_sleep_patterns,sleep_patterns,raw_stress_levels,stress_levels,raw_physical_activity_levels,physical_activity_levels,raw_family_history,family_history,raw_dietary_habits,dietary_habits,raw_allergies_food_env,allergies_food_env,raw_seasonal_variation,seasonal_variation,raw_age_group,age_group,raw_gender,gender,raw_occupation_and_lifestyle,occupation_and_lifestyle,raw_cultural_preferences,cultural_preferences,raw_herbal_alternative_remedies,herbal_alternative_remedies,raw_ayurvedic_herbs,ayurvedic_herbs,raw_formulation,formulation,raw_doshas,doshas,raw_constitution_prakriti,constitution_prakriti,raw_diet_and_lifestyle_recommendations,diet_and_lifestyle_recommendations,raw_yoga_and_physical_therapy,yoga_and_physical_therapy,raw_medical_intervention,medical_intervention,raw_prevention,prevention,raw_prognosis,prognosis,raw_complications,complications,raw_patient_recommendations,patient_recommendations,normalized_disease,symptom_tokens,symptom_token_count,dosha_vata,dosha_pitta,dosha_kapha,placeholder_missing_columns
kp_0052,Buruli Ulcer,Buruli Ulcer,बुरुली अल्सर,बुरुली अल्सर,बुरुली अल्सर,बुरुली अल्सर,"Skin ulcers, pain, fever","Skin ulcers, pain, fever","Skin Biopsy, PCR Test","Skin Biopsy, PCR Test",Severe,severe,6-12 months,6-12 months,"Poor sanitation, Contaminated water","Poor sanitation, Contaminated water",Antibiotics (Rifampicin),Antibiotics (Rifampicin),"Contact with Infected Water, Soil","Contact with Infected Water, Soil","Poor sanitation, Tropical environments","Poor sanitation, Tropical environments",Irregular Sleep,irregular sleep,Moderate Stress,moderate stress,Low,low,No family history,No family history,"Low-fat, High-protein","Low-fat, High-protein",None,,Wet season,wet season,All ages,all ages,Both genders,all genders,"Rural, Remote areas","Rural, Remote areas",Avoids contaminated water,Avoids contaminated water,None specific,None specific,None specific,None specific,"Turmeric (1g), Water (as needed)","Turmeric (1g), Water (as needed)",Pitta,Pitta,Pitta-Prakriti,Pitta-Prakriti,Avoid spicy foods; clean ulcers with antiseptic solutions.,Avoid spicy foods; clean ulcers with antiseptic solutions.,None specific,None specific,"Antibiotics, Surgery","Antibiotics, Surgery",Avoid Contact with Contaminated Water,Avoid Contact with Contaminated Water,Treatable with Antibiotics,Treatable with Antibiotics,"Skin Ulceration, Scarring","Skin Ulceration, Scarring",Proper Wound Care,Proper Wound Care,buruli ulcer,"[""skin ulcers"", ""pain"", ""fever""]",3,0,1,0,"[""allergies_food_env""]"
kp_0053,COVID-19,COVID-19,कोविड-19,कोविड-19,कोविड-19,कोविड-19,"Fever, cough, difficulty breathing","Fever, cough, difficulty breathing","PCR Test, Blood Tests","PCR Test, Blood Tests",Severe,severe,"2-4 weeks, may vary","2-4 weeks, may vary","Respiratory infections, Underlying conditions","Respiratory infections, Underlying conditions","Antiviral drugs, Steroids","Antiviral drugs, Steroids","Age, Pre-existing Health Conditions, Exposure","Age, Pre-existing Health Conditions, Exposure","Airborne transmission, Crowded places","Airborne transmission, Crowded places",Irregular Sleep,irregular sleep,High Stress,high stress,Low,low,No family history,No family history,"Low-carb, High-protein","Low-carb, High-protein",Airborne pollutants,Airborne pollutants,"Winter, Rainy season","winter, rainy season",All ages,all ages,Both genders,all genders,"Work from home, Social distancing","Work from home, Social distancing",Favors herbal remedies,Favors herbal remedies,"Elderberry, Echinacea","Elderberry, Echinacea","Ashwagandha, Tulsi","Ashwagandha, Tulsi","Giloy (3g), Tulsi leaves (5g), Warm water (200ml)","Giloy (3g), Tulsi leaves (5g), Warm water (200ml)","Kapha, Pitta","Pitta, Kapha",Kapha-Prakriti,Kapha-Prakriti,"Practice hygiene, stay hydrated, and boost immunity with herbs.","Practice hygiene, stay hydrated, and boost immunity with herbs.","Pranayama, Breathing Exercises","Pranayama, Breathing Exercises","Antiviral Drugs, Oxygen Therapy","Antiviral Drugs, Oxygen Therapy","Vaccination, Social Distancing","Vaccination, Social Distancing","Can Recover, Some Long-Term Effects","Can Recover, Some Long-Term Effects","Pneumonia, Acute Respiratory Distress Syndrome (ARDS)","Pneumonia, Acute Respiratory Distress Syndrome (ARDS)","Stay Hydrated, Rest","Stay Hydrated, Rest",covid 19,"[""fever"", ""cough"", ""difficulty breathing""]",3,0,1,1,[]
kp_0054,Canavan Disease,Canavan Disease,कैनावन रोग,कैनावन रोग,कैनावन रोग,कैनावन रोग,"Muscle weakness, difficulty swallowing, seizures","Muscle weakness, difficulty swallowing, seizures","Genetic Testing, MRI","Genetic Testing, MRI",Severe,severe,Lifelong,Lifelong,Genetic neurological disorders,Genetic neurological disorders,"Supportive care, Symptomatic treatment","Supportive care, Symptomatic treatment","Genetic Mutation, Family History","Genetic Mutation, Family History","Genetic mutation, Brain development issues","Genetic mutation, Brain development issues",Irregular Sleep,irregular sleep,Moderate Stress,moderate stress,Low,low,Family history of genetic disorders,Family history of genetic disorders,"High-calcium, Low-protein","High-calcium, Low-protein",None,,All seasons,all seasons,Childhood,childhood,Both genders,all genders,"Special care, Home care","Special care, Home care",Avoids high-protein foods,Avoids high-protein foods,None specific,None specific,None specific,None specific,"Shankhpushpi (10ml), Warm water (200ml)","Shankhpushpi (10ml), Warm water (200ml)",Vata,Vata,Vata-Prakriti,Vata-Prakriti,"Provide a nutrient-dense, balanced diet; avoid stress.","Provide a nutrient-dense, balanced diet; avoid stress.",None specific,None specific,"Supportive Care, Medication","Supportive Care, Medication",None,,"Progressive, with Cognitive Decline","Progressive, with Cognitive Decline",Intellectual Disabilities,Intellectual Disabilities,Genetic Counseling,Genetic Counseling,canavan disease,"[""muscle weakness"", ""difficulty swallowing"", ""seizures""]",3,1,0,0,"[""allergies_food_env"", ""prevention""]"
kp_0055,Carbamoyl Phosphate Synthetase I Deficiency Disease,Carbamoyl Phosphate Synthetase I Deficiency Disease,कार्बामॉयल फॉस्फेट सिंथेटेज की कमी,कार्बामॉयल फॉस्फेट सिंथेटेज की कमी,कार्बामॉयल फॉस्फेट सिंथेटेजची कमी,कार्बामॉयल फॉस्फेट सिंथेटेजची कमी,"Poor feeding, vomiting, lethargy","Poor feeding, vomiting, lethargy","Blood Tests, Genetic Testing","Blood Tests, Genetic Testing",Severe,severe,Lifelong,Lifelong,Genetic metabolic disorders,Genetic metabolic disorders,"Enzyme replacement, Dietary management","Enzyme replacement, Dietary management",Genetic Mutation,Genetic Mutation,"Genetic mutation, Urea cycle disruption","Genetic mutation, Urea cycle disruption",Irregular Sleep,irregular sleep,Moderate Stress,moderate stress,Low,low,Family history of metabolic disorders,Family history of metabolic disorders,"High-protein, Low-fat","High-protein, Low-fat",None,,All seasons,all seasons,Childhood to Adult,childhood to adult,Both genders,all genders,"Active lifestyle, Medical care","Active lifestyle, Medical care",Avoids high-protein foods,Avoids high-protein foods,None specific,None specific,None specific,None specific,"Amalaki (10ml), Water (200ml)","Amalaki (10ml), Water (200ml)",Pitta,Pitta,Pitta-Prakriti,Pitta-Prakriti,"Avoid high-protein foods; provide small, frequent meals.","Avoid high-protein foods; provide small, frequent meals.",None specific,None specific,"Arginine Supplements, Low-Protein Diet","Arginine Supplements, Low-Protein Diet",Low-Protein Diet,Low-Protein Diet,Can be Managed with Diet,Can be Managed with Diet,"Cognitive Impairment, Liver Damage","Cognitive Impairment, Liver Damage",Regular Monitoring of Arginine Levels,Regular Monitoring of Arginine Levels,carbamoyl phosphate synthetase i deficiency disease,"[""poor feeding"", ""vomiting"", ""lethargy""]",3,0,1,0,"[""allergies_food_env""]"
kp_0056,Cardiomyopathy,Cardiomyopathy,कार्डियोमायोपैथी,कार्डियोमायोपैथी,कार्डियोमायोपैथी,कार्डियोमायोपैथी,"Shortness of breath, fatigue, chest pain","Shortness of breath, fatigue, chest pain","Echocardiogram, ECG, Blood Tests","Echocardiogram, ECG, Blood Tests",Severe,severe,Lifelong,Lifelong,"Heart conditions, Hypertension","Heart conditions, Hypertension","Beta-blockers, Diuretics","Beta-blockers, Diuretics","Hypertension, Diabetes, Genetics","Hypertension, Diabetes, Genetics","High blood pressure, Alcohol use","High blood pressure, Alcohol use",Poor Sleep,poor sleep,High Stress,high stress,Low,low,Family history of heart disease,Family history of heart disease,"Low-sodium, High-potassium","Low-sodium, High-potassium",None,,"Winter, Rainy season","winter, rainy season",30-70 years,30-70 years,Both genders,all genders,"Sedentary lifestyle, High-stress work","Sedentary lifestyle, High-stress work",Avoids alcohol and smoking,Avoids alcohol and smoking,"Hawthorn, Magnesium","Hawthorn, Magnesium","Arjuna, Ashwagandha","Arjuna, Ashwagandha","Arjuna (5g), Warm water (200ml)","Arjuna (5g), Warm water (200ml)","Vata, Pitta","Vata, Pitta",Vata-Prakriti,Vata-Prakriti,Avoid heavy exertion; include antioxidant-rich foods.,Avoid heavy exertion; include antioxidant-rich foods.,"Pranayama, Cardio Yoga","Pranayama, Cardio Yoga","Heart Medications, Pacemaker","Heart Medications, Pacemaker",Healthy Heart Habits,Healthy Heart Habits,Can be Managed with Medication,Can be Managed with Medication,"Heart Failure, Stroke","Heart Failure, Stroke","Regular Exercise, Avoid Salt","Regular Exercise, Avoid Salt",cardiomyopathy,"[""shortness of breath"", ""fatigue"", ""chest pain""]",3,1,1,0,"[""allergies_food_env""]"
kp_0057,Carpal Tunnel Syndrome,Carpal Tunnel Syndrome,कार्पल टनल सिंड्रोम,कार्पल टनल सिंड्रोम,कार्पल टनल सिंड्रोम,कार्पल टनल सिंड्रोम,"Numbness, tingling, hand weakness","Numbness, tingling, hand weakness","Physical Exam, Nerve Conduction Test","Physical Exam, Nerve Conduction Test",Moderate to Severe,moderate to severe,"Varies, depending on severity","Varies, depending on severity","Repetitive strain, Hand injury","Repetitive strain, Hand injury","Pain relievers, Corticosteroid injections","Pain relievers, Corticosteroid injections","Repetitive Hand Movements, Wrist Injury","Repetitive Hand Movements, Wrist Injury","Repetitive movements, Sedentary work","Repetitive movements, Sedentary work",Irregular Sleep,irregular sleep,Moderate Stress,moderate stress,Low to Moderate,low to moderate,No family history,No family history,"Anti-inflammatory, High-protein","Anti-inflammatory, High-protein",None,,"Winter, Rainy season","winter, rainy season",30-60 years,30-60 years,Both genders,all genders,"Office work, Computer usage","Office work, Computer usage",Avoids repetitive strain,Avoids repetitive strain,None specific,None specific,"Ashwagandha, Turmeric","Ashwagandha, Turmeric",Dashmool oil (as needed),Dashmool oil (as needed),Vata,Vata,Vata-Prakriti,Vata-Prakriti,Avoid repetitive wrist motions; perform hand stretches daily.,Avoid repetitive wrist motions; perform hand stretches daily.,"Wrist Exercises, Stretching","Wrist Exercises, Stretching","Splinting, Surgery, Steroid Injections","Splinting, Surgery, Steroid Injections","Ergonomics, Stretching","Ergonomics, Stretching",Can be Managed with Treatment,Can be Managed with Treatment,"Nerve Damage, Weak Grip","Nerve Damage, Weak Grip","Hand Exercises, Correct Posture","Hand Exercises, Correct Posture",carpal tunnel syndrome,"[""numbness"", ""tingling"", ""hand weakness""]",3,1,0,0,"[""allergies_food_env""]"
kp_0058,Celiac Disease,Celiac Disease,सीलिएक रोग,सीलिएक रोग,सीलिएक रोग,सीलिएक रोग,"Bloating, diarrhea, weight loss","Bloating, diarrhea, weight loss","Blood Test, Biopsy","Blood Test, Biopsy",Moderate to Severe,moderate to severe,Lifelong,Lifelong,"Genetic, Gluten intolerance","Genetic, Gluten intolerance",Gluten-free diet,Gluten-free diet,"Genetic Predisposition, Gluten Consumption","Genetic Predisposition, Gluten Consumption","Gluten exposure, Poor diet","Gluten exposure, Poor diet",Irregular Sleep,irregular sleep,High Stress,high stress,Low,low,Family history of autoimmune diseases,Family history of autoimmune diseases,"Gluten-free, High-protein","Gluten-free, High-protein","Gluten, Wheat","Gluten, Wheat","Winter, Rainy season","winter, rainy season",All ages,all ages,Both genders,all genders,Exposure to gluten,Exposure to gluten,Avoids gluten-containing foods,Avoids gluten-containing foods,None specific,None specific,"Kutki, Triphala","Kutki, Triphala","Ajwain (3g), Warm water (200ml)","Ajwain (3g), Warm water (200ml)","Vata, Pitta","Vata, Pitta",Vata-Pitta,Vata-Pitta,"Avoid gluten; include rice, lentils, and fresh vegetables.","Avoid gluten; include rice, lentils, and fresh vegetables.",None specific,None specific,Gluten-Free Diet,Gluten-Free Diet,Gluten-Free Diet,Gluten-Free Diet,Can be Managed with Diet,Can be Managed with Diet,"Nutrient Deficiencies, Osteoporosis","Nutrient Deficiencies, Osteoporosis",Strict Gluten-Free Diet,Strict Gluten-Free Diet,celiac disease,"[""bloating"", ""diarrhea"", ""weight loss""]",3,1,1,0,[]
kp_0059,Cerebrotendinous Xanthomatosis,Cerebrotendinous Xanthomatosis,सेरेब्रोटेंडिनस एक्सांथोमेटोसिस,सेरेब्रोटेंडिनस एक्सांथोमेटोसिस,सेरेब्रोटेंडिनस एक्सांथोमेटोसिस,सेरेब्रोटेंडिनस एक्सांथोमेटोसिस,"Neurological issues, cataracts, tendon xanthomas","Neurological issues, cataracts, tendon xanthomas","MRI, Blood Tests, Genetic Testing","MRI, Blood Tests, Genetic Testing",Severe,severe,Lifelong,Lifelong,"Genetic, Metabolic disorders","Genetic, Metabolic disorders","Cholestyramine, Bile acid sequestrants","Cholestyramine, Bile acid sequestrants",Genetic Mutation,Genetic Mutation,"Genetic mutation, Cholesterol build-up","Genetic mutation, Cholesterol build-up",Irregular Sleep,irregular sleep,Moderate Stress,moderate stress,Low,low,Family history of metabolic disorders,Family history of metabolic disorders,"Low-fat, Low-cholesterol","Low-fat, Low-cholesterol",None,,All seasons,all seasons,Childhood to Adult,childhood to adult,Both genders,all genders,Special medical care,Special medical care,Avoids high-cholesterol foods,Avoids high-cholesterol foods,None specific,None specific,None specific,None specific,"Brahmi (2g), Warm milk (200ml)","Brahmi (2g), Warm milk (200ml)",Vata,Vata,Vata-Prakriti,Vata-Prakriti,Include antioxidant-rich foods; avoid fatty foods.,Include antioxidant-rich foods; avoid fatty foods.,None specific,None specific,"Symptomatic Treatment, Cholesterol-Lowering Drugs","Symptomatic Treatment, Cholesterol-Lowering Drugs",None,,"Progressive, with Neurological Decline","Progressive, with Neurological Decline","Cognitive Impairment, Seizures","Cognitive Impairment, Seizures","Genetic Counseling, Monitoring","Genetic Counseling, Monitoring",cerebrotendinous xanthomatosis,"[""neurological issues"", ""cataracts"", ""tendon xanthomas""]",3,1,0,0,"[""allergies_food_env"", ""prevention""]"
kp_0060,Chagas Disease,Chagas Disease,चागास रोग,चागास रोग,चागास रोग,चागास रोग,"Fever, swelling, fatigue","Fever, swelling, fatigue","Blood Test, Serology Test","Blood Test, Serology Test",Severe,severe,Lifelong,Lifelong,"Poor sanitation, Vector-borne disease","Poor sanitation, Vector-borne disease",Antitrypanosomal drugs,Antitrypanosomal drugs,"Insect Bites, Contaminated Food","Insect Bites, Contaminated Food",Vector-borne (Triatomine bugs),Vector-borne (Triatomine bugs),Poor Sleep,poor sleep,High Stress,high stress,Low,low,Family history of Chagas,Family history of Chagas,"Low-sodium, High-potassium","Low-sodium, High-potassium",None,,Rainy season,rainy season,All ages,all ages,Both genders,all genders,"Rural, Remote areas","Rural, Remote areas",Avoids bug bites,Avoids bug bites,None specific,None specific,None specific,None specific,"Neem (3g), Tulsi (3g), Warm water (200ml)","Neem (3g), Tulsi (3g), Warm water (200ml)","Pitta, Kapha","Pitta, Kapha",Kapha-Prakriti,Kapha-Prakriti,Avoid raw foods; maintain proper hygiene and rest.,Avoid raw foods; maintain proper hygiene and rest.,None specific,None specific,"Antiprotozoal Drugs, Heart Medications","Antiprotozoal Drugs, Heart Medications","Avoid Insect Bites, Safe Drinking Water","Avoid Insect Bites, Safe Drinking Water",Treatable with Medication,Treatable with Medication,"Heart Failure, Digestive Disorders","Heart Failure, Digestive Disorders",Good Hygiene Practices,Good Hygiene Practices,chagas disease,"[""fever"", ""swelling"", ""fatigue""]",3,0,1,1,"[""allergies_food_env""]"
kp_0061,Chickenpox,Chickenpox,चिकनपॉक्स,चिकनपॉक्स,चिकनपॉक्स,चिकनपॉक्स,"Itchy rashes, fever, tiredness","Itchy rashes, fever, tiredness","Physical Exam, Blood Tests","Physical Exam, Blood Tests",Moderate to Severe,moderate to severe,1-2 weeks,1-2 weeks,"Viral infection, Exposure to infected individuals","Viral infection, Exposure to infected individuals","Antihistamines, Calamine lotion","Antihistamines, Calamine lotion",Contact with Infected Individuals,Contact with Infected Individuals,"Airborne transmission, Crowded places","Airborne transmission, Crowded places",Irregular Sleep,irregular sleep,Moderate Stress,moderate stress,Low,low,No family history,No family history,"Balanced, High-protein","Balanced, High-protein",None,,"Winter, Spring","winter, spring",Childhood,childhood,Both genders,all genders,"Close contact, Schools","Close contact, Schools",Avoids contact with infected individuals,Avoids contact with infected individuals,None specific,None specific,"Neem, Tulsi","Neem, Tulsi","Neem leaves (10g), Warm water (bath)","Neem leaves (10g), Warm water (bath)",Pitta,Pitta,Pitta-Prakriti,Pitta-Prakriti,Avoid spicy foods; drink coconut water and stay hydrated.,Avoid spicy foods; drink coconut water and stay hydrated.,None specific,None specific,"Antiviral Drugs, Symptom Relief","Antiviral Drugs, Symptom Relief","Vaccination, Avoid Contact","Vaccination, Avoid Contact","Generally Mild, Rare Complications","Generally Mild, Rare Complications",Secondary Skin Infections,Secondary Skin Infections,"Rest, Hydration, Antihistamines","Rest, Hydration, Antihistamines",chickenpox,"[""itchy rashes"", ""fever"", ""tiredness""]",3,0,1,0,"[""allergies_food_env""]"
